Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
1999-04-06,679.327,695.925,666.053,682.641,468414
1999-04-07,690.935,719.179,672.67,714.199,845313
1999-04-08,705.895,714.199,692.611,692.611,471424
1999-04-09,717.532,717.532,682.641,690.935,1089757
1999-04-12,680.964,685.964,672.67,674.347,260095
1999-04-13,679.327,682.641,666.053,680.964,316089
1999-04-14,684.297,684.297,664.357,664.357,458782
1999-04-15,666.053,671.004,649.426,656.063,400378
1999-04-16,651.083,675.984,646.102,674.347,700815
1999-04-19,649.426,662.71,647.759,649.426,321508
1999-04-20,647.759,656.063,639.465,649.426,461190
1999-04-21,654.386,654.386,619.515,622.838,474437
1999-04-22,631.142,636.132,622.838,629.495,299836
1999-04-23,647.759,677.66,646.102,667.68,1125278
1999-04-26,656.063,709.209,639.465,705.895,989812
1999-04-27,680.964,697.591,672.67,689.278,421453
1999-04-28,697.591,697.591,675.984,677.66,366664
1999-04-30,677.66,687.631,649.426,649.426,277556
1999-05-06,656.063,689.278,656.063,689.278,372082
1999-05-07,664.357,677.66,664.357,672.67,1148759
1999-05-10,664.357,664.357,644.426,656.063,331142
1999-05-11,659.396,661.043,649.426,656.063,1020520
1999-05-12,647.759,656.063,641.112,647.759,385931
1999-05-13,647.759,647.759,631.142,631.142,396765
1999-05-14,634.485,637.799,627.809,634.485,607493
1999-05-17,626.171,631.142,611.231,611.231,239022
1999-05-18,602.897,617.868,602.897,609.554,484066
1999-05-19,604.574,617.868,602.897,602.897,313078
1999-05-20,614.544,622.838,597.937,622.838,416035
1999-05-21,614.544,617.868,602.897,616.201,211931
1999-05-24,616.201,631.142,602.897,631.142,461791
1999-05-25,619.515,619.515,611.231,617.868,255883
1999-05-26,616.201,631.142,614.544,624.505,243240
1999-05-27,624.505,631.142,597.937,607.907,347396
1999-05-28,591.29,602.897,581.339,582.976,781492
1999-05-31,558.065,589.633,558.065,589.633,635188
1999-06-01,573.006,589.633,566.359,566.359,424464
1999-06-02,599.584,601.241,581.339,589.633,277556
1999-06-03,606.221,631.142,602.897,602.897,1065071
1999-06-04,616.201,622.838,606.221,614.544,311874
1999-06-07,622.838,641.112,621.181,626.171,663489
1999-06-08,632.818,639.465,622.838,637.799,389544
1999-06-09,642.779,656.063,637.799,644.426,513571
1999-06-10,654.386,669.357,651.083,662.71,528018
1999-06-11,654.386,672.67,634.485,651.083,2208412
